,mobile_names,asin,body,star
1358,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, bought exchange really love experience quick easy amazon really care privacy bought dad comfortable using one thing got compromise fingerprint sensor rest good average mobile user dont recommend gamers highly recommended anyone loves use branded phone budget ,5
1359,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, 3 months mobile hanging often installed 3 apps whatsapp prime video fb lite cant even handle 3 apps cant take calls stops getting call worst software samsung camera quality also bad pictures dark taken rear camera also bought galaxy m31s 8gb 128gb 20 k dont use many apps ram 35 gb filled remaining 45 gb free still galaxy m31s hangs lot dont think buying samsung mobile good idea,1
1360,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, within 2 days orderingreceived phonesimple set definitely issue excessive heating watching video youtubeamazons return policy simple efficient procedure got phone replaced within 2 days returnreplaced phone still heating issue extent earlier oneso continuing use happyeven software bit slowdisappointed samsung peddling low grade productmy reason stick samsung phones price range rs7999 paid chinese varietyif samsung continues peddle low quality cheap phones manufactured factory indiamore customers reluctance switch back chineseshamethumbs amazonthumbs samsung,2
1361,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, bought phone office staff use find quite good although phone body made plastic think budget expect metal body sturdy phone constructioni really feel bad open phone back cover tempered glass provided phone phone launched stage nonavailability back cover market ultimately pay 50 extra buy cover onlinerest talk performance ok price ranger 3 gb ram expect processor hardware installationabout display satisfied display partoverall satisfied price range,4
1362,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, pros1 good screen size2 looks expensive3 good display4 voice quality goodcons1 camera upto mark2 back portion look good metallici bought gift father loved,4
1363,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, bad phonenot worthy finger print face unlock lacks features phone compare range phone features low price phone nothing single latest feature available phone suggest dont buy phone,1
1364,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, knoee price point fast performer turned slower expectedalso backside heats significantly charging playing light games used long calls yet suspect may heat used extended long calls,3
1365,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, bought phone father heavy user phone performance phone normal surfing social media good camera quality okay could better phone worth price paid dont expect much samsung range,5
1366,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, booked within 15 minutes launching 9th february 2021 writing review using three weeks expecting something better m10 time samsung disappointed users mediatek processor makes slow even perform daily taskbattery good handset slim little bit longer m10 others suits slim body gives better grip hand camera quality m10,2
1367,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, amazingbattery back video quality well net working perform fast,5
1368,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, pointspointssamsung brand priceback panel designdisplay size4g 2 sim slot 1 memory card slot5000 batterybrowseing speedb port charger 5w charger,5
1369,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, see price phone worth price expected samsung phone lagging multitasking 3gb ram good need improve processor updates good camera quality similar basic phones macro mode primary dont know micro usb port hence samsung mobiles type c charger 15 20 headphones pack data cable short screen guard silicon coveri purchased son initially used zoom meeting games processor hard play games like freefire coc cod impossible playotherwise good surfing calls battery life normal video calls hd,3
1370,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK," browser support html5 video


 prosscreen big display brightbattery greatbuild good looks premiumconsboth cameras good allslow incoming call displayslow chargingoverall good phone 7k budget cant expect great features segment 1 less star due poor camera",4
1371,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, battery life considerably goodvalue money 100 paisa vasoolsheerness considerably high specs low affordable costimprovement suggestion charger could ctype may considered updated version new production,5
1372,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, writing review use 10 days purchased mother happy earlier using lava basic mobile used mobile 2 years upgraded smartphone brand phone less price n function price opiniondisplay 485battery 55camera 55performance 475look 55value money 55display good brightsound best okayback design also good battery complaintscamera specially front camera goodbetter chinese phones market rescept price specifications,5
1373,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, phones performance really pathetic even brand new minimal apps installed lagging like anything stay away samsung possible dont make good budget phones kill high end flagships useless software update next year,1
1374,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, mobile hand looks cool grip niceback panel fully made plasticpower buttonwhen pressed doesnt felt livelyscreen awesomewhen using playstore downloading appsmobile slowing little bitaudio quality high also dolby atomos nicewhile callingnetwork detection speed call quality splendideasy uifront good compared back cameraonly three modesphotovideomacroaudio quality earphones also gooddont buy gamingbest suits adults whose routine callsalarmyoutube candycrushfinally worthy,4
1375,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, good quality products form samsunggood battery lifecamera good per pricedont finger printgood product forthe person wants buy whatsapp youtube callbest mobile buy segment comes form samsung,5
1376,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, phone ok big screen really good camera average overall ok price range good new users poeple dont want high tech overall ok profit loss deal already using smartphone samsung definitely better chinese phone u r using real meoppo etc 13 equal high end camera,3
1377,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, ordered mobile expectations launched thought value money mobile failed expectation use apps lag phone heats fast phone performance slow advantage see big display fast charging average phone dont expect much phone sound quality good using mobile without headphones,2
1378,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, hi purchase mobile 4 days using days happy using mobile battery backup good sound quality camera quality good prize overall happy purchasethank amazon,5
1379,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, per price samsung m02 ok camera quality poor rest best like sound battery talk os samsungs appstore working forcefully want update app updating forcefully samsung appcloud app think price poco c3 better samsung m02 cannot trust mi poco brand one may try samsung brand,3
1380,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, please dont buy phone buy better phone better configuration slow open apps much time taking charging minimum 3 hours charge full 20 value money substandard phone samsung,1
1381,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, must buy anyone looking budget phone 7k screen really good also didnt expect performance phone low price overall really good phone,5
1382,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, great choice thr budget coming details serious concerns fit finish looks cheap way samsung standards least say camera thats pathetic isnevertheless still win win buy budget especially coming brand like samsung,3
1383,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, screen size battery life awesome watching movies mobiles big screen provides wonderful experience spite regular use battery life quite commendable looking budget phone best features great battery life along reliable trusted brand product m02 highly recommended ,4
1384,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, first phone ive ever purchased fromsamsung company phone great battery life screen good processor quite old would say case want gaming wala phone purchase phone series series going best seller ever amazon battery life display back panel processor heating issue hard user ,4
1385,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, looking phone comes basic functionalities search ends get phone make life easy budgetfriendly used easilyi bought friend disability enjoys phone much,4
1386,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, spending 7k suggest waste samsung m02 hangs like hell slow processor speed cant even work whatsaapp properly purchased use whatsapp business app business purposes except single extra app installed still perform well,1
1387,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, good mobile battery giving average backup 5000 mah battery decent time charging takes 2 3 hour fully charged camera good sound also good sometimes get hang rest fine,5
1388,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, good product lagging issue battery heating issue front camera worthless though complain much budget better processor performance lagging issue really issue phone go redme realme adding extra money stop shouting china china end get value money,1
1389,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, worst quality phone samsung ever seen heating issues phone hang often couldnt pick call one touch touch pad working properly battery drains fast like 2000mah option return orelse want face,1
1390,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, regarding price point seems decent phone screen large battery good fir price rangethe ram adeqaute phone lags multiple apps open expected price processor mediocre gets job done,4
1391,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, display goodbattery also fine good back upcamera much okbut works ok good day lightoperation also smoothsamsung ui good,4
1392,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, mobile charger working called customer service said possible change charger since already started using new mobile set need replacement chargerthis first time usually medium range mobiles sellers making type faulty delivery mobile chargers im giving low rating due faulty delivery seller mobile sounds good,1
1393,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, unbelievable samsung give phone 7000 prise bucket must buy phone battery backup big screen amoled worth feature available biomatric availableif think buy 10k best choice,5
1394,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, worst phone ever samsung buyed 3gb ram like 1gb ram worst processing buyed next time launched im currently using redmi note8 far better really disappointed nize see anyway ,1
1395,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, bought phone took almost 3 hours complete setup hangs lot mean lot 2 days speaker started make continuous beep sound replaced new m02 arrived week also starts hanging takes 15 minutes open facebook tube waste money aint going buy phone good loud speaker good battery life performance poor phone yes speaker sound battery life amazing,2
1396,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, great experience amazoninsound quality goodscreen bigvalue moneythanks,5
1397,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, several good features price point screen size performance battery life sound quality camera quality memory size storage goodlooks also associated perks like fast amazon delivery samsung support apps made india takes long time completely charge phone runs longer time needed either gold silver color black also good,5
1398,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, battery good camera soooo bad like 10 years old camera fitted phonephoto quality worse reel camera literally processer like intel celeron purchased 3gb vareint lag much touch responce delayed take 05 sec responce good deal truly saying dont go brand name phones price provide much good deal terms camera battery preformancei returning phone,2
1399,samsung galaxy m02 black3gb ram 32gb storage,B08T2QR7NK, display battery good looking wise also met expectations due low ram performance wise abit lags could face apps working fine overall great budget buy,5
1400,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, fast charging long batterylife headphones somewhat happy disappointed features,3
1401,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, amazing product get head phone,4
1402,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good product kindly pack box instead pouch mobile screen,4
1403,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good phonei really like,4
1404,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, dont make mistake buying mobile first day tried start handset didnt start times trying started minutes switched wouldnt start right running fro customer service vivo get replacement spare trouble buying mobile,1
1405,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, hey genuine phone good features price point dont expect much like finger print high end cameralet suffice phone doesnt hang pleasantly smooth provided ur working less apps processor decent price range definitely good battery life exchange offer whr replaced old lenovo k3 note lagging ram colour gives premium look less 160gm less compared heavy phones like redmi vivo u series handy n slim timepictures different language support text typos welcome featureoveralll worth 7950 rs nd exch worth 1500,4
1406,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, mentioned 1n headset inside box missing mistske,5
1407,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, slow phone functions slow u downloading google play tym u open watsapp take secat 8000 range phone good,1
1408,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, awesome display value money front camera good back cam awesome,4
1409,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, prosgood budget phonetouch smoothdisplay seems like expensive mobilebattery long lasting 4020mahconscamera bit noisy,4
1410,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, fast charging long batterylife headphones somewhat happy disappointed features,3
1411,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, amazing product get head phone,4
1412,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good product kindly pack box instead pouch mobile screen,4
1413,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good phonei really like,4
1414,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, dont make mistake buying mobile first day tried start handset didnt start times trying started minutes switched wouldnt start right running fro customer service vivo get replacement spare trouble buying mobile,1
1415,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, hey genuine phone good features price point dont expect much like finger print high end cameralet suffice phone doesnt hang pleasantly smooth provided ur working less apps processor decent price range definitely good battery life exchange offer whr replaced old lenovo k3 note lagging ram colour gives premium look less 160gm less compared heavy phones like redmi vivo u series handy n slim timepictures different language support text typos welcome featureoveralll worth 7950 rs nd exch worth 1500,4
1416,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, mentioned 1n headset inside box missing mistske,5
1417,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, slow phone functions slow u downloading google play tym u open watsapp take secat 8000 range phone good,1
1418,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, awesome display value money front camera good back cam awesome,4
1419,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, prosgood budget phonetouch smoothdisplay seems like expensive mobilebattery long lasting 4020mahconscamera bit noisy,4
1420,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, didnt get headset cable cheap quality plz dont buy,1
1421,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, going buy phone comes without headphones fingerprint sensor average camera performance slow speed much money find best deal overall okok device every aspect think value money rest upto,3
1422,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, worst product vivo far takes 4 hours 26 minutes get fully charged 30 100 disappointing product oppo a1k much better price segment lost trust vivo buying product sharing picture phone recieved day yesterday,1
1423,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, goted satisfaction product,4
1424,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, pros great budget phones camera quality impressive accurate fast finger print detection bright good screen great battery lifecons good average use phones heats upverdict recommended price,4
1425,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, nice product price range good quality camera front rear battery life good touch nice smooth nice packing evrything perfect till date connected sound bar excellent voice coming better samsung good job vivo,4
1426,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, quality product vivo good product price range expecting much phone display little bit dull compared samsung,5
1427,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, fingerprint reader slow phone hangs like hell u wanna play games basic nature also camera good al nokia 5 mp camera ten times better phone battery also good,2
1428,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, love phone one exceptionit doesnt allow apps run screen lockedlike plug head phones music app start play noand true caller spent work eitherif anyone knows fix lemme knowthanks,4
1429,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, product good price works little slow,5
1430,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, nice phone fingerprint unlock face unlock sometimes willnot work features seems good camera good even nightmode budget phone year,5
1431,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, 4030 mah lion battery charger given 1a putvery slow charging give 12 hours fully charge battery may ,1
1432,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, dont compare costly phones best range,4
1433,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good product value moneybattery goodoverall good product range,4
1434,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, make wise use great battery n good camera 2gb ram makes dead slow u take pic upper google drive browse pics advisable better go higher lyk 4 gb ram minimum,4
1435,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, nice product price,5
1436,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good device price,5
1437,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, awesome low beget android phone vivocustomer happy nice phone lookbast price market value,4
1438,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, welcome back era vga camera phone worth 7990 better buy samsung m20 putting 2000 rupees camera front back camera similar vga,1
1439,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, dint get screen protector order showed box screen guard give mobile box dint get screen guard im satisfying,1
1440,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, useless phone,1
1441,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, definitely value money productif expect super computer dslr photography mobile worth 8k please stay away superior products,5
1442,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, people may feel happy seeing rate phone seriously phone worth slow touch also worst taking time open apps suggest take phone,2
1443,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, months since got already started showing problems media sound hardly audible would like replace get money back,1
1444,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, phone good problem imei,5
1445,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, hate product everytime use phone stops working suddenly urgent work bought dont buy product waste money features,2
1446,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, finger print reader worst ui micromax smartphones far best smartphone aspect things smartphone meetno option lte modeno facility easy switching services like data services flashlight etc swiping notification panelworst notification panel,1
1447,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, like,5
1448,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good lookingbest displaygood battery backupbest romgood speedno finger print readerbut charger device slow charging mobile,4
1449,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good nice product,5
1450,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, camera inbuilt filter effect photography good,4
1451,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, camera quality good,4
1452,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good product invest money,5
1453,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, mind blowing purchaseeverything righteven camera good,4
1454,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good,3
1455,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161," browser support html5 video


 received defective product amazon harrasing cheating customers replacing phone want see imei phone",1
1456,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, value money,4
1457,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, finger print sensor available horrible product actual describe,2
1458,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, 12 days use phone display got issuevisited vivo service center help google mapthank vivo,2
1459,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, like phone finger printing absolutely useless phone hanging problemopen file open quickly touch screen touch somewhere else,1
1460,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, bought mobile mother really good features also good reasonable price think best mobiles parents use,5
1461,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good product,4
1462,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, value money overall good product,5
1463,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good phone price,4
1464,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, worth moneysracth guard back cover also providedvery good performance,5
1465,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good within 8k,4
1466,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, really impressed friend,5
1467,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, nice smartphonehigh speed internetbattery back highcamera goodaverage phonetnx vivotnx amazon,4
1468,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, would like replace product since issues phone battery drains constantly device getting hot even though used,1
1469,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, ok,3
1470,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, battery good rear cam quality ok ok finger print reader,2
1471,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, awesome phone,5
1472,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good luck camera,4
1473,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, plz dont buy product compared price good dont corporate customer repayment,1
1474,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, device good thickness low weigh low camera good result rear cameraface lock fastervalue money,3
1475,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good,5
1476,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, received today afternoon started using issues functionality,5
1477,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, value money,4
1478,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good ram 2gb u get 4gb price brands overlooked purchased,4
1479,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good product,5
1480,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, charging slowcharger duplicatepls changecall 8511180304,3
1481,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good product less price,4
1482,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, ,5
1483,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, tx,5
1484,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, na,4
1485,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, value money,5
1486,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good,5
1487,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, value money camera quality super,5
1488,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, value money product,5
1489,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, fine,5
1490,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, speaker working properly one 3rd day onlydissapointed ordered replacement lets see,1
1491,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, value money,4
1492,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, worst battery ever seen 2 months battery keeping charifor 15minsno response amazon seller,1
1493,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, best phone,4
1494,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, nice,5
1495,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, super,5
1496,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good,4
1497,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, good,3
1498,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, satisfy,4
1499,vivo y91i fusion black 2gb ram 32gb storage cost emiadditional exchange offers,B07KX1S161, phone good price good battery backup average camera,5
1500,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, damaged product,1
1501,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, compact feel better day today normal usage good mobile users require handy good looking mobile perform task well display good practical phone price,5
1502,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, nice phone samsung price display good camera awsome average battery last 1 day normal usage n necessary features got 8999 good phone 10 kas samsung last years,4
1503,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, gifted mother perfect size perfect placement power volume buttons dust phone opening box box sealed thing happened bought m31pros perfect size samsung brand good build quality price android 10 one ui 2cons camera average average display quality earphones box fingerprint scanner takes long time charge batterywill update review weeks,4
1504,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, compare samsung panasonic mi mobile mi better terms bettery 5000mah specifications range prefer samsung brand value dont want buy chinese productsthis mobile good average use battery last 24 hour heating problem,4
1505,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, value money passable tiny phone wider enough please see length widths specification specificallyvery slow chargingnot good cameraif planning students class worthless,1
1506,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, using weeki came back samsung using redmi note feels much betterthe touch feel iss awesome fast smooth operations anroid 10 lots intelligent features price like limiting screen time app winddown function night etc camera decent normal photo sound speakers good clear conversationsthe thing might downside peoplecould compact size screen especially youre used big screens might take time get accustomed frequent movie watcheroverall much better called value money brands like redmi oppo vivo realme etc primarily winning customers offering storage battery big screen lack performancea good buy phone 9000,4
1507,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, smartphone handy responsive cameras good smartphones price gets job done want hand easy use smartphone quality best segmentpros1 small handy light weight2 display good3 battery capacity good4 fast responsive normal tasks5 durability plastic body looks premium extremely light durablecons1 gaming2 charging takes 3 hours 30 minutes3 cameras good compared smartphones,5
1508,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, watching much negative reviews paid youtubers phone dare buy one guts feeling im happy phone dont get trapped numerous fragile features cheap price companies want durability,5
1509,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, description said fingerprint recognition facility didnt faciity one main reasons deciding buy,1
1510,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, damaged product,1
1511,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, compact feel better day today normal usage good mobile users require handy good looking mobile perform task well display good practical phone price,5
1512,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, nice phone samsung price display good camera awsome average battery last 1 day normal usage n necessary features got 8999 good phone 10 kas samsung last years,4
1513,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, gifted mother perfect size perfect placement power volume buttons dust phone opening box box sealed thing happened bought m31pros perfect size samsung brand good build quality price android 10 one ui 2cons camera average average display quality earphones box fingerprint scanner takes long time charge batterywill update review weeks,4
1514,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, compare samsung panasonic mi mobile mi better terms bettery 5000mah specifications range prefer samsung brand value dont want buy chinese productsthis mobile good average use battery last 24 hour heating problem,4
1515,samsung galaxy m01 black 3gb ram 32gb storage cost emiadditional exchange offers,B086KCCMCP, value money passable tiny phone wider enough please see length widths specification specificallyvery slow chargingnot good cameraif planning students class worthless,1
