mobile_names,asin,title,body,star
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Nice Budget Phone
","

  I have bought this phone for our office staff use and I find it quite good. Although the phone body is made of plastic but I think in this budget you can expect metal body and sturdy phone construction.I really feel bad when I open the phone as there is no Back Cover and Tempered glass is being provided with the phone. Because the phone is just launched stage, so there is non-availability of the back cover in the market and ultimately I had to pay 50% extra to buy the cover online.Rest if you talk about performance : its OK at this price ranger where in there is 3 GB RAM, you can not expect more than this at this processor and hardware installation.About Display: I am satisfied with the display part.Overall: I am satisfied at this price range.

",4
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Ok phone for basic phone users
","

  Pros.1. Good screen size2. Looks expensive3. Good display4. Voice quality is goodCons1. Camera not upto the mark2. Back portion not look that good it is not metallicI bought as a gift for my father . He loved it.

",4
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Please don't buy you will regret after purchasing this phone
","

  Very bad phone,not worthy .no finger print no face unlock it's very lacks of features phone and  if compare with any other same range phone which are having all features in low price but this phone has nothing. Not a single latest feature available in this phone so I will suggest don't buy this phone.

",1
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Below average speed
","

  I knoee at this price point, it will not be a fast performer. But it turned out to be slower than expected.Also the backside heats up significantly while charging or while playing light games. Have not used it for long calls yet. I suspect it may heat up if used for extended long calls.

",3
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Decent phone
","

  I bought this phone for my father who is not a heavy user of phone. The performance of phone in normal surfing and social media is good. Camera quality is okay, could have been better. Phone is worth for the price paid. Don't expect too much from samsung in this range.

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Its slow.
","

  I booked within 15 minutes of launching on 9th February 2021. I am writing this review after using three weeks. I was expecting something better than m10 but this time Samsung disappointed its users. It's mediatek processor makes it too slow to even perform daily task.Battery is good. Handset is slim and a little bit longer than m10 and others which suits on its slim body and gives you better grip in your hand. Camera quality is same as m10.

",2
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
What a mobile..
","

  Just amazing..Battery back up to video quality as well as net working and perform too fast..

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Budget king
","

  (+)Points,(-)Points+Samsung brand, +price,+back panel design,+display size,+4G 2 sim slot &1 memory card slot,+5000 battery,+browseing speed,-B port charger, -5w charger,

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Good at its price.
","

  If you see the price the phone is worth at this price. I was expected more from Samsung in this phone. Lagging in multitasking. 3gb ram is good but need to improve processor. Updates are good. Camera quality is as similar as basic phones. Macro mode primary. Dont know why there is Micro usb port, hence my other Samsung mobiles having type c. Charger is 1.5 it should be 2.0. No headphones in pack. Data cable is very short. No screen guard. No silicon cover.I purchased for my son. Initially it will be used for zoom meeting and games. But with this processor it is hard to play games like freefire, coc, COD is impossible to play.Otherwise it is good for surfing, calls, battery life, normal video calls (no HD).

",3
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Good phone if camera is not priority
","


  Your browser does not support HTML5 video.


   Pros-screen is big and display is bright.Battery is greatBuild is very good. Looks premium.Cons-Both Cameras are not good at allSlow incoming Call displaySlow chargingOverall good phone in 7k budget. Cant expect great features in this segment. 1 less star due to poor camera.

",4
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Undoubtedly- High Specs. at such Low and Very Affordable Cost. Full Value for Money. Loving it...
","

  Battery Life: Considerably Good...Value for Money: 100% Paisa Vasool...Sheerness: Considerably High Specs. at such Low and Affordable Cost...Improvement Suggestion: Charger could have been C-Type. This may be considered for Updated Version or New Production.

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Excellent phone with good price and specifications .
","

  I am writing the review after use of about 10 days. I purchased it for my mother. She is very happy to have it. she was earlier using lava basic mobile and she used the mobile for about 2 years. So now she upgraded to smartphone of this brand because this phone has very less price n more function at the price  In my opinion:-Display- 4.8/5Battery- 5/5Camera- 5/5Performance- 4.7/5Look- 5/5Value for money- 5/5Display is good and brightSound is not best but okay.Back Design is also good .Battery has no complaints.Camera specially front camera is goodBetter than all Chinese Phone's in market with rescept to price and specifications.

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Stay away
","

  Phone’s performance is really pathetic. Even while brand new with minimal apps installed it’s lagging like anything. Stay away from samsung if possible. They dont make good budget phones and they kill their high end flagships with useless software update the very next year.

",1
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Nice Budget Phone😁
","

  *Mobile in our hand looks very cool and grip is very nice.*Back panel is fully made up of plastic*Power Button...when pressed doesn't felt lively*Screen is Awesome*When using playstore for downloading apps,mobile is slowing down a little bit*Audio quality is high and also dolby atomos is nice..*While calling...network detection is speed call quality is splendid*Easy UI*Front is good compared to back camera..*only three modes..Photo,Video,Macro*Audio quality through earphones is also good*Don't buy for gaming..*Best suits for Adults whose routine is calls,alarm,youtube and candycrush*Finally it's worthy...

",4
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Value for money.. Recommend to all
","

  Good quality products form SamsungGood battery lifeCamera is good as per priceDon't have finger printGood product forThe person who wants to buy it for WhatsApp YouTube and callBest mobile to buy in this segment because it comes form samsung

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Good at the price better than Chinese
","

  Phone is ok big screen really good but camera average . Overall ok for price range and good for new users or poeple don't want high tech. Overall ok no profit no loss deal if already using smartphone of Samsung. Definitely better than any Chinese phone if u r using real me.oppo etc .this 13 no equal there high end camera

",3
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
It is an average phone and don't expect much from this phone.
","

  I ordered this mobile with some expectations when it was launched. I thought it is value for money mobile but it failed the expectation.  If you use more apps it will lag and the phone heats up fast. The phone performance is slow. The only advantage I can see is the Big Display and fast charging. It is an average phone and don't expect much from this phone. The sound quality is not that good when you are using the mobile without headphones.

",2
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Overall product is good in this prize
","

  Hi I purchase a mobile before 4 days after using these days I am so happy for using this mobile battery backup is good sound quality and camera quality is good in this prize so overall I am happy for this purchaseThank you amazon

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Its OK at this price from Brand
","

  As per price, samsung m02 is ok. Camera quality is too poor. Rest are best like sound and battery. If we talk about OS, there samsung's own appstore working forcefully. If you does not want to update, app updating forcefully from samsung appcloud app. I think at this price POCO C3 is better than Samsung M02. But if you cannot trust the MI - POCO brand, one may try Samsung brand.

",3
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
very very basic phone - very slow to respond the apps and normal charing battery
","

  please don't buy this phone... buy better phone with better configuration. very very slow to open apps and too much time it is taking to charging minimum 3 hours to charge full when it is 20%.... not value for money and sub-standard phone from samsung

",1
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Amazing phone in the price range
","

  Must buy for anyone who is looking for a budget phone under 7K. The screen is really good, also didn't expect such performance from a phone of such low price. Overall really good phone.

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
The Price is the best spec for this phone
","

  Its a great choice for thr budget. But coming to the details, we have some serious concerns. Fit and finish looks very cheap, and way below Samsung standards. Least to say about the Camera, thats how pathetic it is.Nevertheless its still a win win buy for the budget, especially coming from a brand like Samsung

",3
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
BUDGET FRIENDLY PHONE FROM SAMSUNG
","

  The screen size, battery life is just awesome.  Watching movies on the mobile's big screen provides wonderful experience.  In spite of regular use, the battery life is quite commendable.  Those who are looking for a budget phone with best of the features and great battery life along with a reliable and trusted brand product - M02 is highly recommended !

",4
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
M = Made for all
","

  This is my first phone I've ever purchased fromSamsung company. This phone is great with battery 🔋 life. Screen is good. Processor is quite old I would say. So if in case you want that gaming wala phone then you can purchase any other phone from M series. This M series is going to be the best seller ever in Amazon.👍 :-- battery life- Display- Back panel👎- Processor- heating issue ( if you hard user )-

",4
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Good budget phone
","

  If you are looking for a phone that comes with all basic functionalities, your search ends here. Get this phone and make your life easy. It is budget-friendly and can be used easily.I bought it for a friend who has a disability, and he enjoys the phone very much.

",4
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Hangs | Slow Process | Heating Issue
","

  In you are spending 7k, I suggest not to waste on this Samsung M02. It hangs like hell, very slow processor speed, cant even work for WhatsaApp properly, I have purchased to use only for WhatsApp Business app for business purposes except this not a single extra app I have installed but still it does not  perform well.

",1
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Nice phone under 7K
","

  Very good mobile. Battery is giving average backup. For 5000 mah battery it should have decent time. Charging takes 2 to 3 hour for fully charged. Camera is good and sound is also good. Sometimes it get hang. Rest is fine.

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
The worst phone I ever used. That's why I avoid Samsung mobile.
","

  Not a good product. Lagging issue. And battery heating issue. Front camera is worthless. Though you can not complain much on that budget. But should have better processor performance. Lagging issue is really an issue with that phone. Go for redme or realme by adding some extra money. Stop shouting china china. At the end it's to get the value of your money.

",1
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Never buy this phone.
","

  Worst quality phone from samsung I have ever seen. Heating issues, phone hang very often, couldn't pick the call with one touch, touch pad not working properly. Battery drains very fast like 2000mah. No option to return it orelse I want to through it on their face

",1
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
It has everything you can expect at this price.
","

  Regarding the price point, it seems to be a decent phone. The screen is large and the battery is good fir this price range.The RAM is not adeqaute and the phone lags while multiple apps are open which can be expected at this price. The processor is mediocre but gets the job done.

",4
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Good choice in this category. Best
","

  Display is very goodBattery is also fine good back upCamera is not that much OK,But works OK in this good DAY Light.Operation is also smooth.Samsung UI is good.

",4
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Charger Not working
","

  Mobile charger is not working. I called customer service, but they said it is not possible to change only charger. Since I have already started using the new mobile and all set now, I need Replacement only for charger.This is not the first time, usually in medium range mobiles, sellers are making these type of faulty delivery in mobile chargers .I'm giving low rating only due to faulty delivery by Seller, but mobile sounds good.

",1
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Must buy this phone at this price range
","

  It is unbelievable that samsung give this phone in 7000 prise bucket. Must buy this phone. Battery backup, big screen (Not amoled) But worth it,  all feature available. Just Biomatric not available.If you think to buy below 10k this is best choice

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Really disppointed. worst processing.  lagging at the next very next after opened first time😤
","

  Worst phone ever by samsung . i buyed a 3Gb ram.  its like 1gb ram and worst processing 🥶 . I should not buyed at the very next time launched.  im currently using redmi note8 which is far better . Really disappointed . but its nize to see anyway.  🤝

",1
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
2 stars for M02.
","

  I bought this phone, it took almost 3 hours to complete the setup because it hangs a lot, i mean a lot then after 2 days its speaker started to make a continuous beep sound so i replaced it. A new m02 arrived and after a week it also starts hanging. If takes 15 minutes to open Facebook or you tube. Waste of money. Ain't going to buy a phone for good loud speaker and very good battery life if performance is poor as in this phone. Yes it's speaker sound and battery life is amazing.

",2
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Very good experience with before time delivery, Thanks..
","

  Great Experience with Amazon.inSound quality is very good....Screen too big....Value for money......Thanks

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Extreme value for money. Thank you!
","

  Several good features at this price point: Screen size and performance, Battery Life, Sound quality, Camera quality, Memory size and Storage, Good-looks; Also other associated perks like Fast Amazon delivery, Samsung support and apps and Made in India! Takes a long time to completely charge the phone but runs for a longer time. Needed Either Gold or Silver color but black is also good.

",5
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
True review
","

  Battery is good , camera is soooo bad its like 10 years old camera is fitted to this phone,photo quality is worse than reel camera literally and its processer is like intel celeron i purchased 3gb vareint and its lag too much touch responce is delayed its take 0.5 sec to responce not at all a good deal truly saying and don't go to the brand name other phones at this price provide much good deal in terms of camera battery and preformance.I am returning this phone😔

",2
"







Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)






",B08T2QR7NK,"
Worthy
","

  Display and battery was very good. Looking wise also met the expectations. Due to low ram performance wise abit lags we could face. All apps are working fine. Overall it's a great budget buy.

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Not good choice but features are ok
","

  Not fast charging  no long batterylife, no headphones. Somewhat is happy but disappointed with features.

",3
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Vivo Y 91i
","

  Amazing product but I did not get head phone

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Good product
","

  Good product kindly pack in box instead of pouch its mobile and have a screen

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Helpful
","

  This is very good Phone.I really like it.

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
WORST MOBILE
","

  DON'T MAKE THE MISTAKE OF BUYING THIS MOBILE. On the very first day when I tried to start the handset , it didn't start and after a few times trying , it started. After a few minutes , it switched off by itself and wouldn't start. Right now I am running to and fro from the customer service of Vivo to get a replacement. SPARE YOURSELF OF ALL THIS TROUBLE BY NOT BUYING THIS MOBILE.

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Above ==Average phone but I loved it. 😍
","

  Hey it's  genuine  phone with good features at this price point. But don't  expect too much from it like finger print and high end Camera.Let it suffice  that the phone doesn't  hang at all and is pleasantly  smooth provided ur working on less apps.👉 The processor is decent in this price range with definitely good battery life.👉 There is exchange offer whr I replaced my old Lenovo K3 note which was lagging but has same Ram.👉 The colour gives it a premium look and it less than 160gm which is less compared to heavy phones like redmi and Vivo U series. It is handy n slim at the same time.👉Pictures and different language  support in text and typos is a welcome feature.👉Overalll worth it at 7950 Rs. Nd exch worth 1500 or so.✋

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
No headset
","

  Its mentioned 1N headset,  but inside the box missing. Where is the mistske

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Slow functions
","

  Very slow phone, functions are very slow.. If u are downloading from google play same tym u open watsapp it will take more sec..at 8000 range this phone is not good.

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Awesome
","

  Awesome display ,value for money but the front camera is not good back cam is awesome

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Budget 📱
","

  PROS:Good budget phoneTouch is smoothDisplay seems like expensive mobileBattery is long lasting 4020mahCONS:Camera is bit noisy

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Not good choice but features are ok
","

  Not fast charging  no long batterylife, no headphones. Somewhat is happy but disappointed with features.

",3
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Vivo Y 91i
","

  Amazing product but I did not get head phone

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Good product
","

  Good product kindly pack in box instead of pouch its mobile and have a screen

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Helpful
","

  This is very good Phone.I really like it.

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
WORST MOBILE
","

  DON'T MAKE THE MISTAKE OF BUYING THIS MOBILE. On the very first day when I tried to start the handset , it didn't start and after a few times trying , it started. After a few minutes , it switched off by itself and wouldn't start. Right now I am running to and fro from the customer service of Vivo to get a replacement. SPARE YOURSELF OF ALL THIS TROUBLE BY NOT BUYING THIS MOBILE.

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Above ==Average phone but I loved it. 😍
","

  Hey it's  genuine  phone with good features at this price point. But don't  expect too much from it like finger print and high end Camera.Let it suffice  that the phone doesn't  hang at all and is pleasantly  smooth provided ur working on less apps.👉 The processor is decent in this price range with definitely good battery life.👉 There is exchange offer whr I replaced my old Lenovo K3 note which was lagging but has same Ram.👉 The colour gives it a premium look and it less than 160gm which is less compared to heavy phones like redmi and Vivo U series. It is handy n slim at the same time.👉Pictures and different language  support in text and typos is a welcome feature.👉Overalll worth it at 7950 Rs. Nd exch worth 1500 or so.✋

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
No headset
","

  Its mentioned 1N headset,  but inside the box missing. Where is the mistske

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Slow functions
","

  Very slow phone, functions are very slow.. If u are downloading from google play same tym u open watsapp it will take more sec..at 8000 range this phone is not good.

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Awesome
","

  Awesome display ,value for money but the front camera is not good back cam is awesome

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Budget 📱
","

  PROS:Good budget phoneTouch is smoothDisplay seems like expensive mobileBattery is long lasting 4020mahCONS:Camera is bit noisy

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Headset & cable didn't get...
","

  I didn't  get headset & cable... Cheap quality  plz dont buy...

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Average Product!!! Think Again!!!!
","

  If you are going to buy a phone which comes without headphones, fingerprint sensor, average camera performance & slow at speed FOR this much of money then you have find the best deal. Overall, its a very ok-ok device from every aspect and I think does not value for money . Rest is upto you.

",3
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Worst Production of Vivo so far. Very slow charging, Too fast draining. Piece of crap.
","

  Worst product of vivo so far... It takes 4 hours and 26 minutes to get fully charged from 30% to 100%.. Very disappointing product. Oppo A1k is much more better in this price segment. I lost trust on Vivo after buying such a product. I am sharing the picture of the phone which I recieved day before yesterday.

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Goted Satisfaction
","

  We goted satisfaction your product

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Great, Value for Money phone!
","

  Pros :- Great budget phones.- Camera quality is impressive.- Accurate and Fast Finger Print detection.- Bright good Screen.- Great battery life.Cons :- Good for average use.- Phones heats up.Verdict :Recommended for the Price

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Nice product
","

  nice product in this price range, good quality camera front and rear, battery life is good ...touch is very nice very smooth nice packing evrything is perfect till date, i connected my sound bar excellent voice is coming better than samsung .... good job vivo

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Excellent product in this price range
","

  Quality product from vivo. Good product in this price range. Not expecting much from this phone. Display is Little bit dull when compared to samsung.

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Not good
","

  Fingerprint reader is slow phone hangs like hell if u wanna play any games which are basic in nature also.. Camera is not. Good at al Nokia 5 mp camera is ten times better than these phone battery is also not good

",2
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Love it otherwise
","

  I love this phone with one exception...it doesn't allow apps to run when the screen is locked...like I plug in my head phones and my music app should start to play but no...and my true caller spent work either...if anyone knows how to fix this lemme know...Thanks

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Good in price but slow working
","

  Product is good in price, but it works little slow

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Good
","

  Nice phone but no fingerprint unlock. Face unlock is there but sometimes willnot work but all other features seems good. Camera is good even at nightmode. Budget phone of the year.

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Not good
","

  4030 Mah Lion Battery but charger given only 1A out put.Very slow charging .You will have to give 12 hours to fully charge the battery may be more then .

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Value for money
","

  Don’t compare with costly phones it’s best in this range

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Good
","

  Good product value of moneyBattery goodOverall good product this range

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Good battery..
","

  Those who make wise use .... Great battery n good camera.. Only 2GB RAM makes it dead slow when u take pic or upper Google Drive to browse pics... Not advisable better go for higher  Lyk 4 GB RAM minimum

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Nice
","

  Nice product for this price

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Hood device
","

  Good device for this price

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Nice phone
","

  Awesome low beget Android phone  VivoCustomer is very Happy nice phone lookBast price in market value.....

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Welcome back to the era of VGA camera
","

  Welcome back to the era of VGA camera phone is not worth of 7990 better buy Samsung M20 by putting 2000 rupees more. Camera front and back both camera are similar to VGA

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Screen protector is not there
","

  I dint get screen protector while doing order it has showed that in box screen guard will give with mobile but in box i dint get screen guard im not satisfying

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Useless phone
","

  Useless phone

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Value for money
","

  This is definitely a “Value for money” productIf you expect super computer & DSLR photography from a mobile worth 8K please stay away and but superior products

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Did not like it at all 😡😡😡😡
","

  People may feel happy after seeing the rate of the phone. But seriously this phone is not worth at all. Very slow and touch also worst. It is taking more time to open the apps. I suggest not to take this phone.

",2
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Defected
","

  It's only few months since I got it... and it's already started showing problems... The media sound is hardly audible... Would like to replace it or get the money back

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Vivo 91i
","

  Phone is good. But there is a problem in IMEI NO

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Waste of money product
","

  I hate this product everytime I use this phone it stops working suddenly just some urgent work so I bought it but don't buy this product at all it is waste of money and there is no features at all😭😭😠😠😡😡🤬🤬

",2
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Worst phone
","

  No finger print reader. Worst UI. Micromax smartphones are by far the best smartphone in aspect of all the things a smartphone can meet.No option for LTE only mode.No facility for easy switching the services like data services, flashlight etc by swiping down the notification panel.Worst Notification panel.

",1
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Super and faster service
","

  Like

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Better But Charger Device  is Very poor
","

  Good lookingBest displayGood battery backupBest romGood speedNo Finger print readerBut Charger device is slow charging to mobile

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Nice Product
","

  Good & Nice product

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Good
","

  Camera has a inbuilt filter that effect photography not good

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Android smart phone
","

  Camera quality is good

",4
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Good product/ satisfying
","

  Good product to invest money in

",5
"







Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers






",B07KX1S161,"
Value for money
","

  Mind blowing purchaseEverything is rightEven camera is good

",4
